web-scraper-order,web-scraper-start-url,handle,name,content,replies,retweets,favorites,unix_timestamp,published_date,url
"1556741189-5722","https://twitter.com/search?l=&q=the%20favourite%20%23thefavourite%20since%3A2019-02-25%20until%3A2019-03-08&src=typd","@GettyVIP","Getty Images VIP","British actress Olivia Colman is the next Queen on @TheCrownNetflix & now is this year's #BestActress for playing another Queen in The Favourite at the 91st #AcademyAwards For more #Oscarscoverage https://bit.ly/2IuTOQ2 

#Oscars2019 #oscarwinner #OliviaColman #TheFavourite pic.twitter.com/2tSO2OYU7t","3","31","98","1551068894000","8:28 PM - 24 Feb 2019","/GettyVIP/status/1099888780561903616"
"1556741189-5686","https://twitter.com/search?l=&q=the%20favourite%20%23thefavourite%20since%3A2019-02-25%20until%3A2019-03-08&src=typd","@IrishFilmCritic","Irish Film Critic","Blu-ray Review: #TheFavourite Is A Different Type Of War Movie https://wp.me/payalS-4N1t  @FoxHomeEnt @the_favourite pic.twitter.com/E2hwi88j0P","","9","9","1551673516000","8:25 PM - 3 Mar 2019","/IrishFilmCritic/status/1102424748884148224"
"1556741189-5663","https://twitter.com/search?l=&q=the%20favourite%20%23thefavourite%20since%3A2019-02-25%20until%3A2019-03-08&src=typd","@NewsInEntertain","News In Entertainment","Congratulations to #OliviaColman for winning the #BestActress Oscar for her performance in @the_favourite @TheAcademy #TheFavourite pic.twitter.com/KZxnVm5YVS","","1","4","1551068031000","8:13 PM - 24 Feb 2019","/NewsInEntertain/status/1099885160055689216"
"1556741189-5662","https://twitter.com/search?l=&q=the%20favourite%20%23thefavourite%20since%3A2019-02-25%20until%3A2019-03-08&src=typd","@OmniPark_Santry","Omni Park Santry (Official)","And thee you have it. The longer the wait the sweeter the taste @the_favourite actress turned out to be Olivia Colman

Massive congrats to Olivia and all the team @ElementPictures

#TheFavourite #OliviaColman 
#BestActress #Oscars2019https://twitter.com/OmniPark_Santry/status/1099673511713538048 …","","1","2","1551070548000","8:55 PM - 24 Feb 2019","/OmniPark_Santry/status/1099895717269774337"
"1556741189-5688","https://twitter.com/search?l=&q=the%20favourite%20%23thefavourite%20since%3A2019-02-25%20until%3A2019-03-08&src=typd","@TerryMa90551551","Doctor Twohearts","Congratulations to Olivia Colman for her picking up an Oscar last night for her portrayal of Queen Anne in ""The Favourite"". Very well deserved in my opinion.. 
#TheOscars #TheFavourite pic.twitter.com/QpmMF5IOOI","1","2","4","1551093476000","3:17 AM - 25 Feb 2019","/TerryMa90551551/status/1099991881713373184"
"1556741189-5728","https://twitter.com/search?l=&q=the%20favourite%20%23thefavourite%20since%3A2019-02-25%20until%3A2019-03-08&src=typd","@CineplexMovies","Cineplex","She's the favourite!!!  Olivia Colman is indeed the queen, taking home the Oscar for Best Actress in #TheFavourite! https://cinplx.co/2EvZTaZ  #Oscarspic.twitter.com/dDcEYXl9o8","1","15","51","1551067254000","8:00 PM - 24 Feb 2019","/CineplexMovies/status/1099881901911814144"
"1556741189-5665","https://twitter.com/search?l=&q=the%20favourite%20%23thefavourite%20since%3A2019-02-25%20until%3A2019-03-08&src=typd","@AriaEverhart","Aria 🖤","I always said I wanted Olivia to win, The Favourite is my favorite movie from 2018 but I was sure It would never happen OMG #oscars #TheFavourite","","2","1","1551067248000","8:00 PM - 24 Feb 2019","/AriaEverhart/status/1099881877069021184"
"1556741189-5724","https://twitter.com/search?l=&q=the%20favourite%20%23thefavourite%20since%3A2019-02-25%20until%3A2019-03-08&src=typd","@Kodak_ShootFilm","Motion Picture Film","Olivia Colman wins Best Actress in a Leading Role for #TheFavourite! #Oscars2019 #ShotOnFilm

Read our #InCamera for a look into how @the_favourite was shot on 35mm: https://www.kodak.com/motion/Blog/Blog_Post/?contentId=4295011331 …pic.twitter.com/WKi8sgOMyl","","8","46","1551067757000","8:09 PM - 24 Feb 2019","/Kodak_ShootFilm/status/1099884011575541763"
"1556741189-5723","https://twitter.com/search?l=&q=the%20favourite%20%23thefavourite%20since%3A2019-02-25%20until%3A2019-03-08&src=typd","@TandCmag","TOWN&COUNTRY","The True Ending of The Favourite: In Real Life, Lady Marlborough Got the Last Laugh #TheFavourite #Oscars #AcademyAwards:http://twnctry.co/okWk5V8","","4","9","1551067801000","8:10 PM - 24 Feb 2019","/TandCmag/status/1099884194451337216"
"1556741189-5700","https://twitter.com/search?l=&q=the%20favourite%20%23thefavourite%20since%3A2019-02-25%20until%3A2019-03-08&src=typd","@samferriday","Sam Ferriday","Congrats to Olivia Colman! Still haven’t seen The Favourite! The Wife was pretty special, the chemistry between Glenn Close and Jonathan Pryce was incredible! Don’t let it slip under the radar, go watch it!!! #OSCARS #TheWife #TheFavourite","","","3","1551087714000","1:41 AM - 25 Feb 2019","/samferriday/status/1099967715136208897"
"1556741189-5704","https://twitter.com/search?l=&q=the%20favourite%20%23thefavourite%20since%3A2019-02-25%20until%3A2019-03-08&src=typd","@C4Gogglebox","C4 Gogglebox","The Favourite in a nutshell… @the_favourite #TheFavourite #Goggleboxpic.twitter.com/pYCuvQise8","4","4","56","1551477062000","1:51 PM - 1 Mar 2019","/C4Gogglebox/status/1101600757848129536"
"1556741189-5708","https://twitter.com/search?l=&q=the%20favourite%20%23thefavourite%20since%3A2019-02-25%20until%3A2019-03-08&src=typd","@MillenniumLib","Norwich Millennium Library -Norfolk County Council","Massive well done to Norfolk's #oliviacolman at the #Oscars for winning best actress in film The Favourite #TheFavourite, portraying Queen Anne in love with two other women. Great timing during LGBT History month! See her acceptance speech here... #LGBTHM19https://twitter.com/Giannacl/status/1099885228045283329 …","","4","17","1551081381000","11:56 PM - 24 Feb 2019","/MillenniumLib/status/1099941154815135744"
"1556741189-5716","https://twitter.com/search?l=&q=the%20favourite%20%23thefavourite%20since%3A2019-02-25%20until%3A2019-03-08&src=typd","@TracyEGilchrist","Tracy E. Gilchrist","Because I haven't obsessively posted about @the_favourite since Sunday, here's my take on how its frank depiction of queer female sexual desire made #Oscars history. #TheFavourite http://advocate.com/commentary/2019/2/24/favourites-unapologetic-queer-female-sexuality-oscars-first …","","1","9","1551376473000","9:54 AM - 28 Feb 2019","/TracyEGilchrist/status/1101178859532083200"
"1556741189-5736","https://twitter.com/search?l=&q=the%20favourite%20%23thefavourite%20since%3A2019-02-25%20until%3A2019-03-08&src=typd","@RetweetJoel","j   o   e   l",".@ROMACuaron & @the_favourite are the most nominated films this season, earning 10 #Oscars nominations each.

#ROMACuarón #TheFavourite  #Oscars2019","","","1","1551055500000","4:45 PM - 24 Feb 2019","/RetweetJoel/status/1099832599663575041"
"1556741189-5734","https://twitter.com/search?l=&q=the%20favourite%20%23thefavourite%20since%3A2019-02-25%20until%3A2019-03-08&src=typd","@_RachelWeisz_","RACHEL-WEISZ.COM","Rachel Weisz on the Red Carpet at the 91st Acadamy Awards 

Rachel is nominated for Best Supporting Actress, The Favourite 

http://www.rachel-weisz.com 

Rachel is on fire, and she knows it Look at the confidence in her body language 

#Oscars #TheFavourite #RachelWeiszpic.twitter.com/sVHqrckWTE","","6","20","1551056309000","4:58 PM - 24 Feb 2019","/_RachelWeisz_/status/1099835992201019392"
"1556741189-5709","https://twitter.com/search?l=&q=the%20favourite%20%23thefavourite%20since%3A2019-02-25%20until%3A2019-03-08&src=typd","@superinkarts","Super Ink Arts","""It's crude. Visceral. Unashamed. "" Find out @RebeccaPerkin's full thoughts about The Favourite, and we'd love to hear your own views too! https://www.superinkarts.com/blog/an-oscar-winning-performance-in-the-favourite … #TheFavourite #OliviaColman #RachelWeisz #EmmaStone #movies #review #art #arts #writingcommunity #writerspic.twitter.com/LZQJDlDApx","1","2","8","1551708896000","6:14 AM - 4 Mar 2019","/superinkarts/status/1102573142197891074"
"1556741189-5720","https://twitter.com/search?l=&q=the%20favourite%20%23thefavourite%20since%3A2019-02-25%20until%3A2019-03-08&src=typd","@la_Biennale","Biennale di Venezia","And the Oscar for Best Actress goes to… Congratulations to #OliviaColman, Coppa Volpi at the #BiennaleCinema2018 #Venezia75, on her #Oscars win for the interpretation of Queen Anne in #TheFavourite @the_favourite by #YorgosLanthimos! @TheAcademypic.twitter.com/QSE6XD1lPU","1","19","74","1551088636000","1:57 AM - 25 Feb 2019","/la_Biennale/status/1099971583811244032"
"1556741189-5735","https://twitter.com/search?l=&q=the%20favourite%20%23thefavourite%20since%3A2019-02-25%20until%3A2019-03-08&src=typd","@ScreenThoughts","Screen Thoughts","#Oscars2019 #BestPicture:
#TheFavourite (@the_favourite)
#GreenBook (@greenbookmovie)
#BohemianRhapsody (@BoRhapMovie)
#BlackPanther (@theblackpanther)
@BlacKkKlansman)
#Roma (@ROMACuaron)
#AStarIsBorn (@starisbornmovie)
#Vice (@vicemovie)
@TheAcademy #Oscar #oscar2019 #Oscarspic.twitter.com/9uvk6fanY0","","","","1551055920000","4:52 PM - 24 Feb 2019","/ScreenThoughts/status/1099834361174769664"
"1556741189-5678","https://twitter.com/search?l=&q=the%20favourite%20%23thefavourite%20since%3A2019-02-25%20until%3A2019-03-08&src=typd","@jameshanton4","James Hanton","The Best Actress Oscar now goes to... Olivia Coleman! Fantastic, and finally The Favourite wins something! #Oscars2019 #TheFavourite","","","5","1551067263000","8:01 PM - 24 Feb 2019","/jameshanton4/status/1099881938633060353"
"1556741189-5711","https://twitter.com/search?l=&q=the%20favourite%20%23thefavourite%20since%3A2019-02-25%20until%3A2019-03-08&src=typd","@sttepodcast","Skip To The End","The Best Actress #Oscar goes to Olivia Colman for The Favourite.

#Oscars #Oscars2019 #AcademyAwards #TheFavourite pic.twitter.com/SncgEwpOuS","3","2","27","1551067188000","7:59 PM - 24 Feb 2019","/sttepodcast/status/1099881623993139200"
"1556741189-5721","https://twitter.com/search?l=&q=the%20favourite%20%23thefavourite%20since%3A2019-02-25%20until%3A2019-03-08&src=typd","@AleTrixy","Alessia Pelonzi","My beloved queen #OliviaColman just won her first Oscar for #TheFavourite! Here's a quick sketch I drew just after its first screening at the Venice Film Festival in September 2018.
@the_favourite #Oscarspic.twitter.com/YGOyA3kxQe","","4","27","1551075787000","10:23 PM - 24 Feb 2019","/AleTrixy/status/1099917691110985729"
"1556741189-5683","https://twitter.com/search?l=&q=the%20favourite%20%23thefavourite%20since%3A2019-02-25%20until%3A2019-03-08&src=typd","@laureenm01","Laureen","Congratulations to Olivia  She's being very modest but she deserves it. Her performance was stunningly beautiful  , funny and sad . #OliviaColman is my favorite.  Great acting , music , and writing . I urge more Americans to see  #TheFavourite #TheOscars #AcademyAwards","","","10","1551073362000","9:42 PM - 24 Feb 2019","/laureenm01/status/1099907521131757570"
"1556741189-5694","https://twitter.com/search?l=&q=the%20favourite%20%23thefavourite%20since%3A2019-02-25%20until%3A2019-03-08&src=typd","@hereandnowrobin","Robin Young","'Our conversation with #RachelWeisz about #TheFavourite co star and #Oscar winner #OliviaColman here ! #The Favourite  Isn't A Royal Catfight, It's 'A Game Of Life And Death' https://wbur.fm/2M1x0FT  via @hereandnow","","","5","1551067736000","8:08 PM - 24 Feb 2019","/hereandnowrobin/status/1099883921926488064"
"1556741189-5727","https://twitter.com/search?l=&q=the%20favourite%20%23thefavourite%20since%3A2019-02-25%20until%3A2019-03-08&src=typd","@KrisB_KVUE","Kris Betts","I didn’t see The Favourite but this is by far my favorite acceptance speech of the night. #AcademyAwards #TheFavourite pic.twitter.com/CtpuDDO3nu","6","6","79","1551067364000","8:02 PM - 24 Feb 2019","/KrisB_KVUE/status/1099882360747814912"
"1556741189-5685","https://twitter.com/search?l=&q=the%20favourite%20%23thefavourite%20since%3A2019-02-25%20until%3A2019-03-08&src=typd","@RebelWeisz","Rachel Weisz Visuals","THE FAVOURITE (2018) 

Cinematography by Robbie Ryan.
Directed by Yorgos Lanthimos. 
#Oscars #Oscars2019 #TheFavourite  #RachelWeisz @OliviaColmanpic.twitter.com/kUOsPxt3Lj","","1","12","1551053020000","4:03 PM - 24 Feb 2019","/RebelWeisz/status/1099822199161212929"
"1556741189-5705","https://twitter.com/search?l=&q=the%20favourite%20%23thefavourite%20since%3A2019-02-25%20until%3A2019-03-08&src=typd","@KinoTilsiter","Tilsiter Lichtspiele","Oscars 2019: Melissa McCarthy wearing a cape with all THE FAVOURITE plush rabbits. #tilsiterlichtspiele #kino #film #filme #kinoprogramm  #friedrichshain #berlin #cinema #arthouse #movie #movies #favourite #thefavourite #melissamccarthy #oliviacolman #queenanne #rabbit #rabbitspic.twitter.com/CQo0j52VHf","","1","4","1551798793000","7:13 AM - 5 Mar 2019","/KinoTilsiter/status/1102950197951369216"
"1556741189-5658","https://twitter.com/search?l=&q=the%20favourite%20%23thefavourite%20since%3A2019-02-25%20until%3A2019-03-08&src=typd","@fox2153","⚪️ Sokratease Me  🔴","She may have got an Oscar for The Favourite but this is still Olivia Colman’s finest work. #OliviaColman #TheFavourite #peepshow pic.twitter.com/PXQ1nkQHqO","","1","4","1551224601000","3:43 PM - 26 Feb 2019","/fox2153/status/1100541859791818752"
"1556741189-5692","https://twitter.com/search?l=&q=the%20favourite%20%23thefavourite%20since%3A2019-02-25%20until%3A2019-03-08&src=typd","@CarlyBunny","Carly Bramwell","I’m going to see The Favourite at Hatfield House! I’m beyond excited!!!! #TheFavourite pic.twitter.com/hmXrq7Y4pB","2","","6","1551998271000","2:37 PM - 7 Mar 2019","/CarlyBunny/status/1103786867403771905"
"1556741189-5660","https://twitter.com/search?l=&q=the%20favourite%20%23thefavourite%20since%3A2019-02-25%20until%3A2019-03-08&src=typd","@CinematicMood","Tan's Labyrinth","Haha all three Ladies of The Favourite are Oscar winners now #TheFavourite #OliviaColman #RachelWeisz #EmmaStone","","2","6","1551067456000","8:04 PM - 24 Feb 2019","/CinematicMood/status/1099882746552430592"
"1556741189-5706","https://twitter.com/search?l=&q=the%20favourite%20%23thefavourite%20since%3A2019-02-25%20until%3A2019-03-08&src=typd","@sarahmbrown1","Sarah Brown","'The Favourite: the real history behind the new Queen Anne film' https://www.historyextra.com/period/stuart/real-history-the-favourite-film-queen-anne-olivia-colman-hannah-greig/ … via @HistoryExtra #QueenAnnne #TheFavourite pic.twitter.com/YXarCoCD9B","","","5","1551115195000","9:19 AM - 25 Feb 2019","/sarahmbrown1/status/1100082978670239745"
"1556741189-5675","https://twitter.com/search?l=&q=the%20favourite%20%23thefavourite%20since%3A2019-02-25%20until%3A2019-03-08&src=typd","@CarlyBunny","Carly Bramwell","And The Favourite is about to be snubbed of every nomination it had... #TheFavourite #WomeninFilm","","","6","1551065913000","7:38 PM - 24 Feb 2019","/CarlyBunny/status/1099876277132111875"
"1556741189-5673","https://twitter.com/search?l=&q=the%20favourite%20%23thefavourite%20since%3A2019-02-25%20until%3A2019-03-08&src=typd","@SamanthaNyarko","Samantha Nyarko","I jumped up and screamed when Olivia Colman won. I think this is how people react when their team scores the winning touchdown. I was surprised, thrilled, amazed, overjoyed, etc. etc. I wanted her to win SO MUCH! So well deserved. @the_favourite #Oscars #TheFavourite","","","3","1551069811000","8:43 PM - 24 Feb 2019","/SamanthaNyarko/status/1099892624956248064"
"1556741189-5695","https://twitter.com/search?l=&q=the%20favourite%20%23thefavourite%20since%3A2019-02-25%20until%3A2019-03-08&src=typd","@markisbpm","Mark Wayne McCarty","‘The Favourite’ Director Yorgos Lanthimos & screenwriter Tony McNamara discuss How to Shoot a Surrealist Film. https://goo.gl/nxbd9s  #TheFavourite","","","2","1551123405000","11:36 AM - 25 Feb 2019","/markisbpm/status/1100117414862249985"
"1556741189-5739","https://twitter.com/search?l=&q=the%20favourite%20%23thefavourite%20since%3A2019-02-25%20until%3A2019-03-08&src=typd","@calwimmer","Calvin Wimmer","I insisted on serving hand sized muffins for The Favourite #oscarmenu #thefavourite https://www.instagram.com/p/BuSM3V0nQLJ/?utm_source=ig_twitter_share&igshid=1orvspt3d8hhb …","","","","1551053949000","4:19 PM - 24 Feb 2019","/calwimmer/status/1099826097124851713"
"1556741189-5657","https://twitter.com/search?l=&q=the%20favourite%20%23thefavourite%20since%3A2019-02-25%20until%3A2019-03-08&src=typd","@BoxOffice","Boxoffice","THE FAVOURITE
$112K Tuesday
$33.3M Total (North America)
#TheFavourite #BoxOffice","","2","7","1551902141000","11:55 AM - 6 Mar 2019","/BoxOffice/status/1103383671384363008"
"1556741189-5668","https://twitter.com/search?l=&q=the%20favourite%20%23thefavourite%20since%3A2019-02-25%20until%3A2019-03-08&src=typd","@LookinSporty1","Sports 'n' Stuff","Tonight is the night. The pinnacle for the entertainment industry: The Academy Awards. Best Director is a pretty close race. Who wins? (Like this tweet if your vote is for: Yorgos Lanthimos, The Favourite) #Oscars #Oscars2019 #BlacKkKlansman #ColdWar #TheFavourite #Roma #Vice","","2","5","1551056616000","5:03 PM - 24 Feb 2019","/LookinSporty1/status/1099837282851287041"
"1556741189-5731","https://twitter.com/search?l=&q=the%20favourite%20%23thefavourite%20since%3A2019-02-25%20until%3A2019-03-08&src=typd","@JoeyBC","Joey BC","Spider-verse is the best film of the year, full stop! I had to go as Peter Porker to the Oscar Costume party, with the lovely RBG and the bunny rabbits from The Favourite! #rbg #SpiderVerse #peterporker #TheFavourite pic.twitter.com/FaHk4KqUrb","","1","12","1551060963000","6:16 PM - 24 Feb 2019","/JoeyBC/status/1099855512001265666"
"1556741189-5676","https://twitter.com/search?l=&q=the%20favourite%20%23thefavourite%20since%3A2019-02-25%20until%3A2019-03-08&src=typd","@katehewlett","Kate Hewlett","You spelled ""The Favourite"" wrong. #TheFavourite","2","","38","1551649558000","1:45 PM - 3 Mar 2019","/katehewlett/status/1102324259555328000"
"1556741189-5717","https://twitter.com/search?l=&q=the%20favourite%20%23thefavourite%20since%3A2019-02-25%20until%3A2019-03-08&src=typd","@WomenInFilm","Women In Film - LA","HUGE congrats to our Executive Member @elizabethkarr, who is the Executive Producer on POP. 1280, Yorgos Lanthimos' next project that will follow his Oscar nominated film THE FAVOURITE https://buff.ly/2ExDA4H  via @thr #womeninfilm #YorgosLanthimos #thefavourite pic.twitter.com/PeSsL0l9Ut","2","8","20","1551125881000","12:18 PM - 25 Feb 2019","/WomenInFilm/status/1100127799610929155"
"1556741189-5726","https://twitter.com/search?l=&q=the%20favourite%20%23thefavourite%20since%3A2019-02-25%20until%3A2019-03-08&src=typd","@LondonWalloh","Walloh","Sophie from Peep Show graduates to Hollywood royalty! Olivia Colman wins the Academy Award for Best Actress for her remarkable performance as Queen Anne in The Favourite. Check our all the Oscar results so far at http://walloh.com/oscars-2019  #TheFavourite #OliviaColman #Oscarspic.twitter.com/4w8kY9KAS5","","3","4","1551067474000","8:04 PM - 24 Feb 2019","/LondonWalloh/status/1099882824096772096"
"1556741189-5684","https://twitter.com/search?l=&q=the%20favourite%20%23thefavourite%20since%3A2019-02-25%20until%3A2019-03-08&src=typd","@NotYerAvgChick","Jamie Steinberg","Best Actress: Olivia Coleman

#Oscars #Oscars2019 #AcademyAwards #OliviaColeman #TheFavourite @the_favourite pic.twitter.com/8VzO0kAnQU","","3","3","1551067217000","8:00 PM - 24 Feb 2019","/NotYerAvgChick/status/1099881746282229760"
"1556741189-5741","https://twitter.com/search?l=&q=the%20favourite%20%23thefavourite%20since%3A2019-02-25%20until%3A2019-03-08&src=typd","@thenewpaper","The New Paper","It's almost Oscar time. Will the Favourite come out on top? Who could win & who should win? Double Feature looks at the contenders here: http://omny.fm/shows/st-bt/do …
iTunes: http://str.sg/oeXh   or Google Podcast: http://str.sg/oXeZ  #Oscars2019 #TheFavourite #podcastpic.twitter.com/0xCYrkkRjA","","","","1551053370000","4:09 PM - 24 Feb 2019","/thenewpaper/status/1099823666076893184"
"1556741189-5719","https://twitter.com/search?l=&q=the%20favourite%20%23thefavourite%20since%3A2019-02-25%20until%3A2019-03-08&src=typd","@DSMeu","DigitalSingleMarket","Congratulations to #OliviaColman for winning #BestActress for her performance in @the_favourite.  And to all #EuropeanFilms nominated: thank you for sharing  stories we loved http://bit.ly/EuropeanFilmAwarded …

#OscarAwards #TheFavourite pic.twitter.com/sGrf7a9OyG","1","8","23","1551094896000","3:41 AM - 25 Feb 2019","/DSMeu/status/1099997837184716801"
"1556741189-5713","https://twitter.com/search?l=&q=the%20favourite%20%23thefavourite%20since%3A2019-02-25%20until%3A2019-03-08&src=typd","@the_favourite","The Favourite","Bring it home to your bedchamber. 

Get #TheFavourite now on Blu-ray & Digital:  http://bit.ly/OwnTheFavourite pic.twitter.com/S1wOAAJJxT","7","90","319","1551808801000","10:00 AM - 5 Mar 2019","/the_favourite/status/1102992174478589952"
"1556741189-5698","https://twitter.com/search?l=&q=the%20favourite%20%23thefavourite%20since%3A2019-02-25%20until%3A2019-03-08&src=typd","@kylepennekamp","Kyle Pennekamp","Like THE LOBSTER before it, Yorgos Lanthimos' THE FAVOURITE is a sick, twisted, hilarious, wonderful masterpiece. 

#TheFavourite #EmmaStone #OliviaColman #rachelweisz #nicholashoult #YorgosLanthimoshttps://goo.gl/images/BamhgD","","1","3","1551192793000","6:53 AM - 26 Feb 2019","/kylepennekamp/status/1100408450587095046"
"1556741189-5730","https://twitter.com/search?l=&q=the%20favourite%20%23thefavourite%20since%3A2019-02-25%20until%3A2019-03-08&src=typd","@ABC","ABC News","JUST IN: Olivia Colman wins Best Actress in a Leading Role for her performance in @the_favourite #Oscars #TheFavourite https://abcn.ws/2ThoDvN pic.twitter.com/smIVr888nI","11","86","280","1551067177000","7:59 PM - 24 Feb 2019","/ABC/status/1099881578841415680"
"1556741189-5732","https://twitter.com/search?l=&q=the%20favourite%20%23thefavourite%20since%3A2019-02-25%20until%3A2019-03-08&src=typd","@GettyVIP","Getty Images VIP","Another Queen arrives - Best Actress nominee for 'The Favourite' Olivia Colman arrives on the #RedCarpet. For more  #Oscars coverage https://bit.ly/2GM1HOs 

#Oscars2019 #oscarsredcarpet #hollywood #OliviaColman #TheFavourite pic.twitter.com/H6MvbdgRI1","","3","8","1551057135000","5:12 PM - 24 Feb 2019","/GettyVIP/status/1099839458277355520"
"1556741189-5691","https://twitter.com/search?l=&q=the%20favourite%20%23thefavourite%20since%3A2019-02-25%20until%3A2019-03-08&src=typd","@filmcityfutures","Film City Futures","Huge congratulations to Olivia Colman for winning Best Actress at last night’s #Oscars for her role in #TheFavourite. We're proud to work with producer of @the_favourite Lee Magiday within our FOCUS project.  https://www.bbc.co.uk/news/entertainment-arts-47352722 …","","","4","1551097829000","4:30 AM - 25 Feb 2019","/filmcityfutures/status/1100010141854953472"
"1556741189-5696","https://twitter.com/search?l=&q=the%20favourite%20%23thefavourite%20since%3A2019-02-25%20until%3A2019-03-08&src=typd","@missmollystyle","Molly Emma Rowe","Final OSCARS note:
The Favourite should have won Best Picture AND Cinematography by miles. 
Robbie Ryan totally owned that Award this year and I’m gutted he didn’t get rewarded for his incredible work. 
#Oscars #TheFavourite","","","3","1551086911000","1:28 AM - 25 Feb 2019","/missmollystyle/status/1099964348276133888"
"1556741189-5733","https://twitter.com/search?l=&q=the%20favourite%20%23thefavourite%20since%3A2019-02-25%20until%3A2019-03-08&src=typd","@tomandlorenzo","Tom & Lorenzo","#TheFavourite star Olivia Colman in @Prada at the #Oscars #Oscars2019 More red carpet and commentary later on our site. @the_favourite pic.twitter.com/BQQLMeJBn7","8","7","96","1551057124000","5:12 PM - 24 Feb 2019","/tomandlorenzo/status/1099839413239062530"
