web-scraper-order,web-scraper-start-url,handle,name,content,replies,retweets,favorites,unix_timestamp,published_date,url
"1556733650-468","https://twitter.com/search?l=&q=bohemian%20rhapsody%20%23bohemianrhapsody%20since%3A2019-02-14%20until%3A2019-02-24&src=typd","@THR","Hollywood Reporter","#BohemianRhapsody sound mixer recalls Brian May's reaction to seeing the Live Aid scene: ""He was absolutely in shock. It was moment that was really very tender to be honest. He mentioned that it took him back to seeing Freddie on stage."" Listen: http://thr.cm/6nsRWU","2","29","74","1550370003000","6:20 PM - 16 Feb 2019","/THR/status/1096957416204312576"
"1556733650-512","https://twitter.com/search?l=&q=bohemian%20rhapsody%20%23bohemianrhapsody%20since%3A2019-02-14%20until%3A2019-02-24&src=typd","@HugoBernasconi","Hugo Bernasconi","J’arrive après la bataille mais #BohemianRhapsody est un biopic tellement verrouillé, lissé, sans ambition.. SOIT À DES MILLÉNAIRES DE SON PERSONNAGE PRINCIPAL.
Techniquement en dents de scie, montage et narration dépourvus de folie, on finit navrés devant un si pauvre spectacle. pic.twitter.com/PsEmdeUFWh","1","","1","1550102608000","4:03 PM - 13 Feb 2019","/HugoBernasconi/status/1095835883129974790"
"1556733650-452","https://twitter.com/search?l=&q=bohemian%20rhapsody%20%23bohemianrhapsody%20since%3A2019-02-14%20until%3A2019-02-24&src=typd","@PerezHilton","Perez Hilton","So now we know that Adam Lambert and Queen will be performing at #TheOscars this year for #BohemianRhapsody. Will you be tuning in for this?","21","13","35","1550528060000","2:14 PM - 18 Feb 2019","/PerezHilton/status/1097620357144489984"
"1556733650-461","https://twitter.com/search?l=&q=bohemian%20rhapsody%20%23bohemianrhapsody%20since%3A2019-02-14%20until%3A2019-02-24&src=typd","@WORLDMUSICAWARD","World Music Awards","#AvrilLavigne's new Album #HeadAboveWater holds atop the Worldwide iTunes chart for a 3rd day!
#ArianaGrande's #thankunext holds at #2, #LadyGaga & #BradleyCooper's #AStarIsBorn holds at #3, and #Queen's #BohemianRhapsody holds at #4! 
https://www.facebook.com/worldmusicawards/posts/2089062257841543 …pic.twitter.com/HHgOCGdg5B","7","70","167","1550471698000","10:34 PM - 17 Feb 2019","/WORLDMUSICAWARD/status/1097383956180287488"
"1556733650-369","https://twitter.com/search?l=&q=bohemian%20rhapsody%20%23bohemianrhapsody%20since%3A2019-02-14%20until%3A2019-02-24&src=typd","@neiltyson","Neil deGrasse Tyson","In the film #BohemianRhapsody, the word “Astrophysics” is spoken twice.","451","942","14K","1550957881000","1:38 PM - 23 Feb 2019","/neiltyson/status/1099423154697588736"
"1556733650-475","https://twitter.com/search?l=&q=bohemian%20rhapsody%20%23bohemianrhapsody%20since%3A2019-02-14%20until%3A2019-02-24&src=typd","@BoRhapMovie","Bohemian Rhapsody","UK, now it's your turn to ROCK!  
#BohemianRhapsody is now on Digital in the UK. pic.twitter.com/JshsOtX5fx","52","393","3.4K","1550336550000","9:02 AM - 16 Feb 2019","/BoRhapMovie/status/1096817105377189888"
"1556733650-376","https://twitter.com/search?l=&q=bohemian%20rhapsody%20%23bohemianrhapsody%20since%3A2019-02-14%20until%3A2019-02-24&src=typd","@AdamL_Daily","ADAM LAMBERT DAILY","VIDEO|@AdamLambert at the Vanity Fair x Genesis #BohemianRhapsody Party in Hollywood tonight  (via @VanityFair on Instagram Stories)pic.twitter.com/vOmb3zgs4I","8","176","347","1550902203000","10:10 PM - 22 Feb 2019","/AdamL_Daily/status/1099189625384513537"
"1556733650-424","https://twitter.com/search?l=&q=bohemian%20rhapsody%20%23bohemianrhapsody%20since%3A2019-02-14%20until%3A2019-02-24&src=typd","@BibinAlexander_","Bibzz","It's a night to remember, a night of memories, a night of #Oscars. It's a #BohemianRhapsody night.

Here's wishing #HappyOscarsToYoupic.twitter.com/UJOP1tsLwl","12","28","40","1550758881000","6:21 AM - 21 Feb 2019","/BibinAlexander_/status/1098588489472389120"
"1556733650-514","https://twitter.com/search?l=&q=bohemian%20rhapsody%20%23bohemianrhapsody%20since%3A2019-02-14%20until%3A2019-02-24&src=typd","@bernax16","Eduardo Bernal  🎥 📚","Ni los fans de #Marvel ni los de #BohemianRhapsody. Los fanboys más tóxicos y menos objetivos son los de Lady Gaga y ese remake de un remake de un remake de un remake llamado #AStarIsBorn.","3","1","4","1550102578000","4:02 PM - 13 Feb 2019","/bernax16/status/1095835757061771264"
"1556733650-427","https://twitter.com/search?l=&q=bohemian%20rhapsody%20%23bohemianrhapsody%20since%3A2019-02-14%20until%3A2019-02-24&src=typd","@IStandWithGaga","Jake","Old friends Brian May & Lady Gaga @BoRhapMovie Little Monsters Support both #BohemianRhapsody & #AStarIsBorn  @ItsRamiMalek #Oscarspic.twitter.com/5DGGp6ayit","1","9","79","1550717637000","6:53 PM - 20 Feb 2019","/IStandWithGaga/status/1098415500181364741"
"1556733650-423","https://twitter.com/search?l=&q=bohemian%20rhapsody%20%23bohemianrhapsody%20since%3A2019-02-14%20until%3A2019-02-24&src=typd","@BoRhapMovie","Bohemian Rhapsody","Making music movie magic with the best cast and crew.   #BohemianRhapsody pic.twitter.com/E3JCLXKKn8","70","1.1K","6.0K","1550768769000","9:06 AM - 21 Feb 2019","/BoRhapMovie/status/1098629963224297472"
"1556733650-515","https://twitter.com/search?l=&q=bohemian%20rhapsody%20%23bohemianrhapsody%20since%3A2019-02-14%20until%3A2019-02-24&src=typd","@triparaace","岡田昌浩","SHINJUKU
タイガーさんの愛車
Queen - Bicycle Race (Official Video) https://youtu.be/xt0V0_1MS0Q  @YouTubeさんから
#タイガーマスク #Queen #BohemianRhapsody pic.twitter.com/dbfDiaxp0e","","","","1550102483000","4:01 PM - 13 Feb 2019","/triparaace/status/1095835356254023681"
"1556733650-496","https://twitter.com/search?l=&q=bohemian%20rhapsody%20%23bohemianrhapsody%20since%3A2019-02-14%20until%3A2019-02-24&src=typd","@iTunes","iTunes","Dare you to watch this movie and not sing along. 
It's not possible! 
Rent #Oscar nominated #BohemianRhapsody on iTunes tonight.
http://apple.co/BohemianRhapsody …pic.twitter.com/cAgxVxWR4D","3","16","48","1550106000000","5:00 PM - 13 Feb 2019","/iTunes/status/1095850108107833344"
"1556733650-472","https://twitter.com/search?l=&q=bohemian%20rhapsody%20%23bohemianrhapsody%20since%3A2019-02-14%20until%3A2019-02-24&src=typd","@IrishFilmCritic","Irish Film Critic","Win #BohemianRhapsody On 4K Ultra HD https://wp.me/payalS-4Jwj  @BoRhapMovie @FoxHomeEnt #Contest #Queen #FreddieMercurypic.twitter.com/REBGH0UiK0","","9","9","1550347831000","12:10 PM - 16 Feb 2019","/IrishFilmCritic/status/1096864422776266752"
"1556733650-404","https://twitter.com/search?l=&q=bohemian%20rhapsody%20%23bohemianrhapsody%20since%3A2019-02-14%20until%3A2019-02-24&src=typd","@THR","Hollywood Reporter","Why the math is predicting a #BohemianRhapsody film editing at the #Oscars http://thr.cm/iiL8uG pic.twitter.com/DSmTf7mr3C","4","10","42","1550878324000","3:32 PM - 22 Feb 2019","/THR/status/1099089468387196935"
"1556733650-426","https://twitter.com/search?l=&q=bohemian%20rhapsody%20%23bohemianrhapsody%20since%3A2019-02-14%20until%3A2019-02-24&src=typd","@ASIBFilm","A Star Is Born","Did you know? Brian May from the Original QUEEN played the guitar  on @ladygaga Yoü & I back in 2011 from her studio album Born This Way. #BohemianRhapsody #AStarIsBorn  #Movies pic.twitter.com/uVIkk7GFof","1","78","282","1550718235000","7:03 PM - 20 Feb 2019","/ASIBFilm/status/1098418009318846470"
"1556733650-389","https://twitter.com/search?l=&q=bohemian%20rhapsody%20%23bohemianrhapsody%20since%3A2019-02-14%20until%3A2019-02-24&src=typd","@Dreamla51808866","Dreamland","My heart can't  take that much cuteness

#BohemianRhapsody #RamiMalek #brianmay #RogerTaylor #AdamLambert #VanityFairpic.twitter.com/bo9cnn9G9X","1","13","53","1550950847000","11:40 AM - 23 Feb 2019","/Dreamla51808866/status/1099393656002408450"
"1556733650-396","https://twitter.com/search?l=&q=bohemian%20rhapsody%20%23bohemianrhapsody%20since%3A2019-02-14%20until%3A2019-02-24&src=typd","@LoisMercury","Lois Mercury","Got them! 
@OIQFC 
#bohemianrhapsody pic.twitter.com/phbXCNqaxd","10","29","233","1550931476000","6:17 AM - 23 Feb 2019","/LoisMercury/status/1099312405790613507"
"1556733650-482","https://twitter.com/search?l=&q=bohemian%20rhapsody%20%23bohemianrhapsody%20since%3A2019-02-14%20until%3A2019-02-24&src=typd","@JillianSed","Jillian Sederholm","Wolfgang Puck says he’s rooting for #BohemianRhapsody and #BlackPanther at this year’s #Oscarspic.twitter.com/3kBXaqqtpZ","2","7","36","1550260253000","11:50 AM - 15 Feb 2019","/JillianSed/status/1096497090677530624"
"1556733650-429","https://twitter.com/search?l=&q=bohemian%20rhapsody%20%23bohemianrhapsody%20since%3A2019-02-14%20until%3A2019-02-24&src=typd","@THR","Hollywood Reporter","Here's how you can watch #BohemianRhapsody before the #Oscars on Sunday http://thr.cm/6ZhGI5 pic.twitter.com/2t8B7cOdkZ","12","13","67","1550690765000","11:26 AM - 20 Feb 2019","/THR/status/1098302790428954627"
"1556733650-416","https://twitter.com/search?l=&q=bohemian%20rhapsody%20%23bohemianrhapsody%20since%3A2019-02-14%20until%3A2019-02-24&src=typd","@DavidOpie","David Opie","For anyone who still doesn't understand why #BohemianRhapsody is a harmful representation of Freddie Mercury's queerness, this article lays it all out with beautiful precision. A great read in the build up to the #Oscars Sundayhttps://www.vox.com/2018/11/16/18071460/bohemian-rhapsody-queerphobia-celluloid-closet-aids …","1","14","35","1550828230000","1:37 AM - 22 Feb 2019","/DavidOpie/status/1098879358964514816"
"1556733650-436","https://twitter.com/search?l=&q=bohemian%20rhapsody%20%23bohemianrhapsody%20since%3A2019-02-14%20until%3A2019-02-24&src=typd","@HanoverSchools","Hanover Schools","HCPS is CLOSED on WED., FEB. 20th. EMPLOYEES CODE 2
Although we don’t see a silhouette of a snowman, it looks like Mother Nature plans to do the Fandango throughout the morning, especially with our friends in Beaverdam. #BohemianRhapsody #Fandango #GallileoFigaroMagnificopic.twitter.com/roQUy8GP58","4","48","129","1550664356000","4:05 AM - 20 Feb 2019","/HanoverSchools/status/1098192023704817664"
"1556733650-474","https://twitter.com/search?l=&q=bohemian%20rhapsody%20%23bohemianrhapsody%20since%3A2019-02-14%20until%3A2019-02-24&src=typd","@TweetsofGould","PC Jonathan 🤪Gould","Today's reason to be happy is finally being able to buy & download #BohemianRhapsody

... and then clearing out the local Aldi of all it's junk food for the ensuing performance #RTBH2019 47pic.twitter.com/ZweQ9NMnbQ","6","5","40","1550343900000","11:05 AM - 16 Feb 2019","/TweetsofGould/status/1096847932131823618"
"1556733650-393","https://twitter.com/search?l=&q=bohemian%20rhapsody%20%23bohemianrhapsody%20since%3A2019-02-14%20until%3A2019-02-24&src=typd","@milkywayfairy","milkywayfairy","from @VanityFair ig story
@QueenWillRock frontman @adamlambert 
Vanity Fair and Genesis pre-oscars party celebrating the cast of #BohemianRhapsody #Oscars2019pic.twitter.com/rlvOyggLpA","","8","22","1550939053000","8:24 AM - 23 Feb 2019","/milkywayfairy/status/1099344188171141121"
"1556733650-489","https://twitter.com/search?l=&q=bohemian%20rhapsody%20%23bohemianrhapsody%20since%3A2019-02-14%20until%3A2019-02-24&src=typd","@sommeliersmusic","Sommeliers","SOM a casa !! Starting with #Queen 's Bohemian Rhapsody! We hope you enjoy it! #bohemianRhapsody #RamiMalek #FreddyMercury #sommeliersmusicpic.twitter.com/xd9fponUhO","4","20","50","1550174476000","12:01 PM - 14 Feb 2019","/sommeliersmusic/status/1096137316761063424"
"1556733650-485","https://twitter.com/search?l=&q=bohemian%20rhapsody%20%23bohemianrhapsody%20since%3A2019-02-14%20until%3A2019-02-24&src=typd","@twisted_twins","The Soska Sisters","While you’re pissed off about categories being announced during commercial breaks this #Oscar season, pls don’t forget Bryan Singer is a pedophile rapist that directed #BohemianRhapsody & the fact they are pretending they didn’t know. It’s @AnOpenSecret - https://vimeo.com/142444429","7","29","71","1550237733000","5:35 AM - 15 Feb 2019","/twisted_twins/status/1096402638550253568"
