web-scraper-order,web-scraper-start-url,handle,name,content,replies,retweets,favorites,unix_timestamp,published_date,url
"1556735078-2842","https://twitter.com/search?l=&q=black%20panther%20%23blackpanther%20since%3A2019-02-14%20until%3A2019-02-24&src=typd","@TweedleLeeDee1","TweedleLeeDee","#BlackHistoryMonth question; which of these white women still plays the role but is not a Black woman? Hint: She inflitrated the #BlackPanther party, was married to a white man before she joined the Panthers, the only woman to head the BPP. The damage she did may never be known. pic.twitter.com/VB9qYEo4bC","","","","1550103635000","4:20 PM - 13 Feb 2019","/TweedleLeeDee1/status/1095840190105559040"
"1556735078-2789","https://twitter.com/search?l=&q=black%20panther%20%23blackpanther%20since%3A2019-02-14%20until%3A2019-02-24&src=typd","@DanaiMedia","Danai Gurira Fans ✨","Danai Gurira and Ruth E Carter at a behind the scenes discussion about #BlackPanther #Oscarspic.twitter.com/ms1piKB4Va","2","20","53","1550722560000","8:16 PM - 20 Feb 2019","/DanaiMedia/status/1098436149251657730"
"1556735078-2831","https://twitter.com/search?l=&q=black%20panther%20%23blackpanther%20since%3A2019-02-14%20until%3A2019-02-24&src=typd","@theblackpanther","Black Panther","Go behind-the-scenes with Marvel Studios' #BlackPanther director Ryan Coogler and composer @LudwigGoransson as they talk about the creative process involved in scoring the film.pic.twitter.com/llpkYVa35B","78","1.5K","5.1K","1550325600000","6:00 AM - 16 Feb 2019","/theblackpanther/status/1096771179229077504"
"1556735078-2847","https://twitter.com/search?l=&q=black%20panther%20%23blackpanther%20since%3A2019-02-14%20until%3A2019-02-24&src=typd","@slicc_bxtch","Serice Sanders","In honor of #BlackHistoryMonth2019 why not watch #BlackPanther #WakandaForever","","","","1550103341000","4:15 PM - 13 Feb 2019","/slicc_bxtch/status/1095838956565024769"
"1556735078-2855","https://twitter.com/search?l=&q=black%20panther%20%23blackpanther%20since%3A2019-02-14%20until%3A2019-02-24&src=typd","@luvisstuckonme","LuvIsStuckOnMe","@breakfastclubam @cthagod @angelayee @djenvy  well what do you know #blackpanther is actually real... @chadwickboseman Rare 'black panthers' captured on camera in Kenya http://www.wcnc.com/mobile/article/news/nation-world/rare-black-panthers-captured-on-camera-in-kenya/507-522c4431-2a61-4299-8ee8-86b3ed94e578 … via @WCNC","","1","","1550102559000","4:02 PM - 13 Feb 2019","/luvisstuckonme/status/1095835677197881344"
"1556735078-2780","https://twitter.com/search?l=&q=black%20panther%20%23blackpanther%20since%3A2019-02-14%20until%3A2019-02-24&src=typd","@AngeliqueRoche","Angélique Roché","I sat down w/award-winning journalist & author of the @naacpimageaward nominated novel “Black Panther: Who is the Black Panther?” @jessejholland. And it was so much fun! @theblackpanther #BlackPanther #WakandaForever @Marvel #BlackHistoryMonthhttps://www.marvel.com/articles/podcasts/black-panther-novelist-jesse-j-holland-joins-marvel-s-voices …","1","34","88","1550854694000","8:58 AM - 22 Feb 2019","/AngeliqueRoche/status/1098990359403581440"
"1556735078-2799","https://twitter.com/search?l=&q=black%20panther%20%23blackpanther%20since%3A2019-02-14%20until%3A2019-02-24&src=typd","@ManaByte","Jeremy Conrad","Disney is traditionally very conservative with their box office estimates prior to release, which is why last year #BlackPanther was to open with “only” $100M (it blew past that).

The same will probably happen with #CaptainMarvelpic.twitter.com/YqG7AEAqbL","17","175","915","1550614179000","2:09 PM - 19 Feb 2019","/ManaByte/status/1097981567585026049"
"1556735078-2858","https://twitter.com/search?l=&q=black%20panther%20%23blackpanther%20since%3A2019-02-14%20until%3A2019-02-24&src=typd","null","null","null","null","null","null","null","null","null"
"1556735078-2840","https://twitter.com/search?l=&q=black%20panther%20%23blackpanther%20since%3A2019-02-14%20until%3A2019-02-24&src=typd","@FilmClickbait","FilmClickbait","A Vietnam war film called Da 5 Bloods. It has nothing to do with ""#BlackPanther"" https://twitter.com/ComicBook/status/1095838786808762369 …","4","65","783","1550103993000","4:26 PM - 13 Feb 2019","/FilmClickbait/status/1095841692157014016"
"1556735078-2793","https://twitter.com/search?l=&q=black%20panther%20%23blackpanther%20since%3A2019-02-14%20until%3A2019-02-24&src=typd","@IMDb","IMDb","Can you guess which star in the #MCU was almost cast as T'Challa in #BlackPanther? pic.twitter.com/A9gqEf8yW1","12","27","116","1550692869000","12:01 PM - 20 Feb 2019","/IMDb/status/1098311614107914242"
"1556735078-2797","https://twitter.com/search?l=&q=black%20panther%20%23blackpanther%20since%3A2019-02-14%20until%3A2019-02-24&src=typd","@DTJAAAAM","DTJAAAAM","nyvednapproductions (https://www.instagram.com/nyvednaproductions/ …) as Shuri!

#cosplay #katsucon #katsucon2019 #blackpanther #28DaysOfBlackCosplaypic.twitter.com/RDXGVYfcTX","4","187","605","1550643571000","10:19 PM - 19 Feb 2019","/DTJAAAAM/status/1098104845465137152"
"1556735078-2783","https://twitter.com/search?l=&q=black%20panther%20%23blackpanther%20since%3A2019-02-14%20until%3A2019-02-24&src=typd","@brooksteacher","Kim Brooks","Purchased my FIRST ever comic book today, or five...plus a novella trilogy, #binti, that I can’t wait to read! Inspired by @Nnedi @HPLitFest #blackpanther @MarvelStudios @Marvelpic.twitter.com/zBxrN2niX5","8","14","124","1550813140000","9:25 PM - 21 Feb 2019","/brooksteacher/status/1098816069270163456"
"1556735078-2792","https://twitter.com/search?l=&q=black%20panther%20%23blackpanther%20since%3A2019-02-14%20until%3A2019-02-24&src=typd","@DecodnLyfe","Spiderman’s Thick Web Shooter","This is apparently RUMORED to ny the concept art for Storm coming into the MCU. I definitely see it in #BlackPanther pic.twitter.com/2zSQuJSzuD","30","98","374","1550707866000","4:11 PM - 20 Feb 2019","/DecodnLyfe/status/1098374515854327808"
"1556735078-2752","https://twitter.com/search?l=&q=black%20panther%20%23blackpanther%20since%3A2019-02-14%20until%3A2019-02-24&src=typd","@djnontario","Disability Justice Network of Ontario","Brad Lomax (pictured left) was a #DisabilityJustice activist and member of the #BlackPanther party. Lomax lived with #MS and helped found the Centre for Independent Living in East Oakland under Black Panther sponsorship #BlackHistoryMonth #BlackDisabilityHistorypic.twitter.com/ssG0bQ2xOi","","43","49","1550934916000","7:15 AM - 23 Feb 2019","/djnontario/status/1099326834582396928"
"1556735078-2745","https://twitter.com/search?l=&q=black%20panther%20%23blackpanther%20since%3A2019-02-14%20until%3A2019-02-24&src=typd","@theblackpanther","Black Panther","Tune in to the #Oscars this Sunday at 8pm ET/5pm PT on ABC to see if Marvel Studios' #BlackPanther wins the Academy Award for Best Motion Picture. pic.twitter.com/7XfAk2NRiT","33","455","2.9K","1550858382000","9:59 AM - 22 Feb 2019","/theblackpanther/status/1099005827220934662"
"1556735078-2836","https://twitter.com/search?l=&q=black%20panther%20%23blackpanther%20since%3A2019-02-14%20until%3A2019-02-24&src=typd","@Borys_Kit","Borys Kit","Remember that best line in #BlackPanther? It was there from the 1st draft. Ryan Coogler thought Marvel would cut it. Kevin Feige said ""keep it and build more of the movie around it."" From my interview: https://www.hollywoodreporter.com/heat-vision/black-panther-kevin-feige-said-killmonger-line-couldnt-be-changed-1185428 …","4","38","130","1550165250000","9:27 AM - 14 Feb 2019","/Borys_Kit/status/1096098620737122304"
"1556735078-2757","https://twitter.com/search?l=&q=black%20panther%20%23blackpanther%20since%3A2019-02-14%20until%3A2019-02-24&src=typd","@Variety","Variety","#BlackPanther director Ryan Coogler had an aching for ""characters that looked like me"" and ""worlds that looked like my world."" http://bit.ly/2E4C4IE pic.twitter.com/kD3dfk6mZU","2","46","110","1550883600000","5:00 PM - 22 Feb 2019","/Variety/status/1099111598654922752"
"1556735078-2856","https://twitter.com/search?l=&q=black%20panther%20%23blackpanther%20since%3A2019-02-14%20until%3A2019-02-24&src=typd","@zelafrica","ZelafricaMedia","Actual #blackpanther spotted in Kenya #mothernaturehasspoken #kenya #wildlife #africa #blackhistorymonth #zelafricaradiolinkinbio #zelafricamedia https://www.instagram.com/p/Bt12IhSlkbR/?utm_source=ig_twitter_share&igshid=1agwklt8rq98d …","","","1","1550102508000","4:01 PM - 13 Feb 2019","/zelafrica/status/1095835463175323650"
"1556735078-2767","https://twitter.com/search?l=&q=black%20panther%20%23blackpanther%20since%3A2019-02-14%20until%3A2019-02-24&src=typd","@DisneyXD","Disney XD","The cast of @Marvel's Avengers: #BlackPanther's Quest have feelings about the 1hr Season Finale... and they want to chat with you about it!

This Sunday at 9pm ET/6pm PT, join the Live-Tweet along with @JamesMathisIII, @RogerCraigSmith, @ScottPorter, @HerUniverse, and many more!pic.twitter.com/lZyArK5kTC","1","14","57","1550888352000","6:19 PM - 22 Feb 2019","/DisneyXD/status/1099131529031286784"
"1556735078-2770","https://twitter.com/search?l=&q=black%20panther%20%23blackpanther%20since%3A2019-02-14%20until%3A2019-02-24&src=typd","@MarvelousRealm","Marvelous Realm","#Oscars⁠ ⁠nominee @KevFeige discusses the pressure of bringing #BlackPanther to the big screen:  pic.twitter.com/21JMG0dXgF","1","50","203","1550883013000","4:50 PM - 22 Feb 2019","/MarvelousRealm/status/1099109136116211713"
"1556735078-2775","https://twitter.com/search?l=&q=black%20panther%20%23blackpanther%20since%3A2019-02-14%20until%3A2019-02-24&src=typd","@BrandonEaston","Brandon Easton @ Pasadena LitFest","I'll be speaking at @CalStateLA: Wednesday 2/27, 3-4pm at the USU theatre! Topic is ""Black People & the Sci-Fi Entertainment Field."" It should be an excellent conversation! 

#EagleCon #convention #ECCC #sciencefiction #blackpanther 

More info here: https://www.facebook.com/EagleConLA/photos/a.1478214765728397/2232109580338908/?type=3&theater …pic.twitter.com/bHpZeBfDgw","1","15","28","1550873022000","2:03 PM - 22 Feb 2019","/BrandonEaston/status/1099067230866661377"
"1556735078-2811","https://twitter.com/search?l=&q=black%20panther%20%23blackpanther%20since%3A2019-02-14%20until%3A2019-02-24&src=typd","@IndieWire","IndieWire","Eight films directed by Black people have been nominated for Best Picture. This year is a record with two, #BlackPanther and #BlackKklansman. Only two have ever won: “12 Years a Slave” and “Moonlight.” 

More ways Black Oscar nominees could make history: http://bit.ly/2IbxUBq pic.twitter.com/iVehUDF32l","","14","61","1550426400000","10:00 AM - 17 Feb 2019","/IndieWire/status/1097193963801448448"
"1556735078-2773","https://twitter.com/search?l=&q=black%20panther%20%23blackpanther%20since%3A2019-02-14%20until%3A2019-02-24&src=typd","@andmichaelgreen","Michael Green","Where we’ll be cheering the loudest: Hannah Beachler, mad brilliant production designer of #BlackPanther and #Y. Give her all the awards!https://www.npr.org/2019/02/22/696687965/she-designed-wakanda-and-might-win-an-oscar-for-it …","6","87","342","1550873303000","2:08 PM - 22 Feb 2019","/andmichaelgreen/status/1099068411500347392"
"1556735078-2751","https://twitter.com/search?l=&q=black%20panther%20%23blackpanther%20since%3A2019-02-14%20until%3A2019-02-24&src=typd","@asadayaz","Asad Ayaz","One of the best directors a marketing team could ask for #RyanCoogler at our #BlackPanther event last night #WakandaForeverpic.twitter.com/TquyMLcpfR – at Fig & Olive","","14","118","1550938234000","8:10 AM - 23 Feb 2019","/asadayaz/status/1099340749953331206"
"1556735078-2844","https://twitter.com/search?l=&q=black%20panther%20%23blackpanther%20since%3A2019-02-14%20until%3A2019-02-24&src=typd","@STForeignDesk","ST Foreign Desk","Rare '#blackpanther' alive and well in #Kenya, in first documented sighting in a century http://str.sg/oEqs pic.twitter.com/EQYzuEq36H","1","2","1","1550103507000","4:18 PM - 13 Feb 2019","/STForeignDesk/status/1095839650709565440"
"1556735078-2815","https://twitter.com/search?l=&q=black%20panther%20%23blackpanther%20since%3A2019-02-14%20until%3A2019-02-24&src=typd","@SuperBroMovies","SuperBroMovies","Happy One Year Anniversary to the legendary hit, Marvel Studio’s #BlackPanther  pic.twitter.com/oPwEFbptMQ","1","13","95","1550368346000","5:52 PM - 16 Feb 2019","/SuperBroMovies/status/1096950468201406464"
"1556735078-2748","https://twitter.com/search?l=&q=black%20panther%20%23blackpanther%20since%3A2019-02-14%20until%3A2019-02-24&src=typd","@CarrieCnh12","Carolyn Hinds.","Let's face it, this #BlackHistoryMonth has not been up to par, but one of the good things to happen was the 1 year anniversary of #BlackPanther

To celebrate the #SaturdayNightSciFi crew will be livetweeting it at 10pmEST, so get your DVD, BluRay and @netflix ready  to go.pic.twitter.com/hCNBELzf5W","1","14","49","1550963425000","3:10 PM - 23 Feb 2019","/CarrieCnh12/status/1099446409118576640"
"1556735078-2824","https://twitter.com/search?l=&q=black%20panther%20%23blackpanther%20since%3A2019-02-14%20until%3A2019-02-24&src=typd","@OnePerfectShot","One Perfect Shot","Can’t forget this one, too. From the Oscar Best Picture nominated film #BlackPanther, which turns one year old today. pic.twitter.com/3gxr0tPoVP","24","532","2.3K","1550339256000","9:47 AM - 16 Feb 2019","/OnePerfectShot/status/1096828455914782720"
"1556735078-2834","https://twitter.com/search?l=&q=black%20panther%20%23blackpanther%20since%3A2019-02-14%20until%3A2019-02-24&src=typd","@Lupita_Nyongo","Lupita Nyong'o","The real King and Queen x #WakandaForever. #BlackPanther #FanArtFriday by @Chuck_Stylespic.twitter.com/PqZSawwtrP","71","1.3K","9.0K","1550275932000","4:12 PM - 15 Feb 2019","/Lupita_Nyongo/status/1096562853165846531"
"1556735078-2784","https://twitter.com/search?l=&q=black%20panther%20%23blackpanther%20since%3A2019-02-14%20until%3A2019-02-24&src=typd","@mcastimovies","Monica Castillo","This was a really fascinating discussion about researching culture and collaboration. Plus, if you’re a fan of the #BlackPanther score, here’s the meaning behind a few of the instruments and rhythms: https://twitter.com/nofilmschool/status/1097960836386164736 …","","38","99","1550794296000","4:11 PM - 21 Feb 2019","/mcastimovies/status/1098737032455700480"
"1556735078-2857","https://twitter.com/search?l=&q=black%20panther%20%23blackpanther%20since%3A2019-02-14%20until%3A2019-02-24&src=typd","@DocFroehlich","Halley E. Froehlich  🐟","All the feels  #BlackPanther 

""The first documented sightings of a black panther in Africa in nearly 100 years happened not far from where @Marvel places the fictional setting of its Oscar-nominated ""Black Panther.""""

https://www.nytimes.com/2019/02/13/world/africa/black-panther-leopard-africa.html?smid=fb-nytimes&smtyp=cur&fbclid=IwAR0knSasHK-zwxaSJHtxQVjntluY2XKDWsjSwbUl-gof3SrDyDnhrBD5jnM …","1","2","8","1550102477000","4:01 PM - 13 Feb 2019","/DocFroehlich/status/1095835333747331072"
"1556735078-2843","https://twitter.com/search?l=&q=black%20panther%20%23blackpanther%20since%3A2019-02-14%20until%3A2019-02-24&src=typd","@PeopleP56524035","PeoplePeople","#BLACK MAN in a MAGA Hat & American Exceptionalism #WalkAway pt 2 #TRUMP2020 https://www.youtube.com/watch?v=Cb1EDmVtg5M … #dnc #democrats #DemocratsHateAmerica #BlackPanther","","","1","1550103631000","4:20 PM - 13 Feb 2019","/PeopleP56524035/status/1095840174083371008"
"1556735078-2804","https://twitter.com/search?l=&q=black%20panther%20%23blackpanther%20since%3A2019-02-14%20until%3A2019-02-24&src=typd","@harpersbazaarus","Harper's Bazaar","""Not every young lady wants to be in a bathing suit top and a cheerleading skirt when they want to play their favorite superhero."" #BlackPanther costume designer @iamRuthECarter discusses the power of the Dora Milaje ahead of the #Oscars: http://hbaz.co/ba0ZK6V","1","79","170","1550508748000","8:52 AM - 18 Feb 2019","/harpersbazaarus/status/1097539355969757185"
"1556735078-2829","https://twitter.com/search?l=&q=black%20panther%20%23blackpanther%20since%3A2019-02-14%20until%3A2019-02-24&src=typd","@MTVAwards","Movie & TV Awards","One year ago today, #BlackPanther hit theatres and made history. 

@chadwickboseman took home the award for Best Performance in a Movie at the 2018 #MTVAwards for his role as T'Challapic.twitter.com/DxrlBeg4oe","21","356","1.4K","1550329202000","7:00 AM - 16 Feb 2019","/MTVAwards/status/1096786284268392448"
"1556735078-2788","https://twitter.com/search?l=&q=black%20panther%20%23blackpanther%20since%3A2019-02-14%20until%3A2019-02-24&src=typd","@DanaiMedia","Danai Gurira Fans ✨","Danai asked Ruth to take the sleeves out of her costume because Ryan told her she had good arms #BlackPanther (Via Kevin Winston’s IGS) pic.twitter.com/IBRDkIDWWL","3","28","67","1550725387000","9:03 PM - 20 Feb 2019","/DanaiMedia/status/1098448007056502784"
"1556735078-2779","https://twitter.com/search?l=&q=black%20panther%20%23blackpanther%20since%3A2019-02-14%20until%3A2019-02-24&src=typd","@CNET","CNET","Meet Ruth E. Carter, one of the #Oscar-nominated women who make #BlackPanther and the #Avengers look  and have us saying #WakandaForever for the foreseeable future.https://cnet.co/2Nnunib","","21","57","1550856096000","9:21 AM - 22 Feb 2019","/CNET/status/1098996238123483136"
"1556735078-2809","https://twitter.com/search?l=&q=black%20panther%20%23blackpanther%20since%3A2019-02-14%20until%3A2019-02-24&src=typd","@ABC7","ABC7 Eyewitness News","#BlackPanther costume designer @iamRuthECarter could be the first African-American to win an #Oscar for best costume design https://abc7.la/2BGSROI pic.twitter.com/0FRu5NogNZ","4","15","81","1550434786000","12:19 PM - 17 Feb 2019","/ABC7/status/1097229136215519232"
"1556735078-2828","https://twitter.com/search?l=&q=black%20panther%20%23blackpanther%20since%3A2019-02-14%20until%3A2019-02-24&src=typd","@Essence","ESSENCE","Happy Anniversary, #BlackPanther! One year, countless #WakandaForever hashtags, and one billion dollars later and it’s safe to say #TChalla and crew not only changed super hero films, but the culture. (: ESSENCE March 2018, photographer Dennis Leupold )pic.twitter.com/H4MfQt6cwA","86","2.2K","6.1K","1550334899000","8:34 AM - 16 Feb 2019","/Essence/status/1096810182787493890"
"1556735078-2750","https://twitter.com/search?l=&q=black%20panther%20%23blackpanther%20since%3A2019-02-14%20until%3A2019-02-24&src=typd","@FilmFatale_NYC","Rebecca Theodore-Vachon","Good morning! Heads up - I will be on #PoliticsNation on MSNBC this Sunday (airs 5-6PM EST) to discuss my  #Oscars predictions and this year’s Black nominees #BlacKkKlansman  #BealeStreet and #BlackPanther","7","30","90","1550945091000","10:04 AM - 23 Feb 2019","/FilmFatale_NYC/status/1099369511185203200"
"1556735078-2854","https://twitter.com/search?l=&q=black%20panther%20%23blackpanther%20since%3A2019-02-14%20until%3A2019-02-24&src=typd","@TWashington601","Terrell Washington","1st sighting in over 100 years of a #blackpanther in #Kenya..and all of sudden it shows up during #blackhistorymonth..I wouldn't be surprised if #wakanda was… https://www.instagram.com/p/Bt12VZVBuMWxHlZA_IKXm_VMS8UyxHlXMiCyoU0/?utm_source=ig_twitter_share&igshid=r6m4e6oijjbz …","","","","1550102613000","4:03 PM - 13 Feb 2019","/TWashington601/status/1095835903812083713"
"1556735078-2827","https://twitter.com/search?l=&q=black%20panther%20%23blackpanther%20since%3A2019-02-14%20until%3A2019-02-24&src=typd","@MatthewACherry","Matthew A. Cherry  🏁","Happy #BlackPanther day  pic.twitter.com/YWRaYuSjWL","32","1.0K","3.3K","1550336494000","9:01 AM - 16 Feb 2019","/MatthewACherry/status/1096816870173302784"
"1556735078-2814","https://twitter.com/search?l=&q=black%20panther%20%23blackpanther%20since%3A2019-02-14%20until%3A2019-02-24&src=typd","@ObiAris","Obi Arisukwu","Happy one year anniversary to the #BlackPanther movie! Here’s some fanart I created when the film came out. pic.twitter.com/Gm891m5zoy","1","86","425","1550370896000","6:34 PM - 16 Feb 2019","/ObiAris/status/1096961165056507904"
"1556735078-2835","https://twitter.com/search?l=&q=black%20panther%20%23blackpanther%20since%3A2019-02-14%20until%3A2019-02-24&src=typd","@KnightFineArts","Josiane Knight","One of the things that I love about working at Martinsburg is the diversity of our students. We embrace every culture but since its Black History Month I wanted to do something special. Had so much fun and the kids love it too  #blackpanther #noBulljustdogs #love #diversitypic.twitter.com/VWx1mmfcqb","10","137","607","1550275225000","4:00 PM - 15 Feb 2019","/KnightFineArts/status/1096559891500670977"
"1556735078-2742","https://twitter.com/search?l=&q=black%20panther%20%23blackpanther%20since%3A2019-02-14%20until%3A2019-02-24&src=typd","@RobertIger","Robert Iger","Big #AcademyAwards weekend for the Disney & Fox teams! 
From #BlackPanther to #MaryPoppinsReturns to @DisneyPixar Bao, to #TheFavourite, #FreeSolo & #BohemianRhapsodyMovie and more, good luck to all 37 Disney & Fox nominees!","42","124","1.1K","1550851146000","7:59 AM - 22 Feb 2019","/RobertIger/status/1098975477182521345"
"1556735078-2777","https://twitter.com/search?l=&q=black%20panther%20%23blackpanther%20since%3A2019-02-14%20until%3A2019-02-24&src=typd","@BreneBrown","Brené Brown","OMG - @chinchilla1970 you are such a badass. I think about those stories and histories every time I watch #BlackPanther 
The love is in the details. https://twitter.com/NPR/status/1098922990828482560 …","","8","74","1550859617000","10:20 AM - 22 Feb 2019","/BreneBrown/status/1099011008654233600"
"1556735078-2760","https://twitter.com/search?l=&q=black%20panther%20%23blackpanther%20since%3A2019-02-14%20until%3A2019-02-24&src=typd","@THR","Hollywood Reporter","Kevin Feige – producer of the #Oscars nominated film #BlackPanther – shares which line of @michaelb4jordan's he fought to keep in the script: ""It was one of the best lines we ever read"" http://thr.cm/UcKipj pic.twitter.com/VG6vTRUECo","4","19","80","1550880363000","4:06 PM - 22 Feb 2019","/THR/status/1099098021730705408"
"1556735078-2787","https://twitter.com/search?l=&q=black%20panther%20%23blackpanther%20since%3A2019-02-14%20until%3A2019-02-24&src=typd","@shadowandact","Shadow And Act","ICYMI: This clip of #RyanCoogler meeting a young #BlackPanther fan will give you ALL the feels. https://buff.ly/2BKtFHc pic.twitter.com/0X0ScRsLSg","2","39","130","1550761240000","7:00 AM - 21 Feb 2019","/shadowandact/status/1098598382698983430"
"1556735078-2806","https://twitter.com/search?l=&q=black%20panther%20%23blackpanther%20since%3A2019-02-14%20until%3A2019-02-24&src=typd","@LGE_EastAfrica","LG Electronics E.A.","Want to experience a revolutionary viewing experience? Get the 55"" LG OLED TV with perfect black technology that processes detailed, vibrant and rich colors to give you the true picture  http://spr.ly/6011ETX0J   #PerfectBlack #GetTheRealPicture #BlackPanther #Kenya #Africapic.twitter.com/6SYM4pVPSA","12","17","253","1550475962000","11:46 PM - 17 Feb 2019","/LGE_EastAfrica/status/1097401840113725440"
"1556735078-2744","https://twitter.com/search?l=&q=black%20panther%20%23blackpanther%20since%3A2019-02-14%20until%3A2019-02-24&src=typd","@GraceRandolph","Grace Randolph","Are you going to watch the #Oscars on Sunday? #BlackPanther #AStarIsBorn #BohemianRhapsody #Roma #GreenBook","61","12","136","1550848599000","7:16 AM - 22 Feb 2019","/GraceRandolph/status/1098964796324618241"
"1556735078-2769","https://twitter.com/search?l=&q=black%20panther%20%23blackpanther%20since%3A2019-02-14%20until%3A2019-02-24&src=typd","@TheTalkCBS","The Talk",".@TheRealEve and @sherylunderwood take on the first superhero movie to be Oscar-nominated for Best Picture. Entering the world of #BlackPanther, the hosts prove they’re wild about Wakanda during the infamous casino scene. pic.twitter.com/EnIZUlHMYY","9","7","63","1550883600000","5:00 PM - 22 Feb 2019","/TheTalkCBS/status/1099111601330806785"
